,TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,TILL_KAP,TILL_ENHET,LOK_NR,LOK_NAVN,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR
17131,SFG 0010,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,13.08.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13340,LEIHOLMANE,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.980633,4.87435,4.0
17134,SFG 0010,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,13.08.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,32518,KUØYNA,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.996417,4.897983,4.0
17137,SFG 0010,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,13.08.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,33077,ELVENESET,4637,HYLLESTAD,SJØ,SALTVANN,"3 120,00",TN,61.206,5.131733,4.0
17140,SFG 0010,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,13.08.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,34397,HYSENESET,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.86,4.963083,4.0
17143,SFG 0010,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,13.08.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,36297,KJERINGEHOLMEN,4645,ASKVOLL,SJØ,SALTVANN,"3 120,00",TN,61.390983,4.982833,4.0
17146,SFG 0010,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,13.08.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,38217,HARDBAKKENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,61.016733,4.950517,4.0
17149,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11684,DJUPEVIKA I,4635,GULEN,SJØ,SALTVANN,"1 560,00",TN,60.969583,5.168283,4.0
17152,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11643,HATLEM Ø,4637,HYLLESTAD,SJØ,SALTVANN,"2 340,00",TN,61.200917,5.262117,4.0
17155,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10311,STORLIA,4637,HYLLESTAD,SJØ,SALTVANN,"3 120,00",TN,61.203133,5.193833,4.0
17158,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10090,TRELLEVIKA,4645,ASKVOLL,SJØ,SALTVANN,"2 340,00",TN,61.370383,5.0185,4.0
17161,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10078,MJÅNES,4635,GULEN,SJØ,SALTVANN,"2 340,00",TN,60.997733,5.0304,4.0
17164,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11749,BÅRØY,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.945867,4.845383,4.0
17167,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11700,STORENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.87635,5.028367,4.0
17170,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,36297,KJERINGEHOLMEN,4645,ASKVOLL,SJØ,SALTVANN,"3 120,00",TN,61.390983,4.982833,4.0
17173,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11689,KJERRINGNESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.960217,5.107183,4.0
17176,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,38217,HARDBAKKENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,61.016733,4.950517,4.0
17179,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,34397,HYSENESET,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.86,4.963083,4.0
17182,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,33077,ELVENESET,4637,HYLLESTAD,SJØ,SALTVANN,"3 120,00",TN,61.206,5.131733,4.0
17185,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,32518,KUØYNA,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.996417,4.897983,4.0
17188,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13340,LEIHOLMANE,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.980633,4.87435,4.0
17191,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,12978,LYNGHOLMEN,4635,GULEN,SJØ,SALTVANN,"4 500,00",TN,61.016933,5.007033,4.0
17194,SFG 0011,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,12.03.1976,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11657,GRÅVIKA,4635,GULEN,SJØ,SALTVANN,"3 500,00",TN,60.863083,4.935283,4.0
17197,SFG 0012,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,26.07.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13841,BRUNSVIK,4602,KINN,SJØ,SALTVANN,"5 460,00",TN,61.910183,5.29085,4.0
17200,SFG 0012,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,26.07.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13837,VERPEIDE,4602,KINN,SJØ,SALTVANN,"3 900,00",TN,61.902217,5.209233,4.0
17203,SFG 0012,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,26.07.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11809,KRABBESTIG,4602,KINN,SJØ,SALTVANN,"5 460,00",TN,61.894567,5.0616,4.0
17206,SFG 0013,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,09.06.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13643,HJARTHOLM,4635,GULEN,SJØ,SALTVANN,"3 900,00",TN,61.035117,5.33105,4.0
17209,SFG 0013,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,09.06.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13236,INDRE OPPEDAL,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,61.067883,5.563833,4.0
17212,SFG 0013,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,09.06.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10318,GULESTØ,4648,BREMANGER,SJØ,SALTVANN,"5 460,00",TN,61.758017,5.069883,4.0
17215,SFG 0015,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,16.03.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13236,INDRE OPPEDAL,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,61.067883,5.563833,4.0
17218,SFG 0015,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,16.03.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10318,GULESTØ,4648,BREMANGER,SJØ,SALTVANN,"5 460,00",TN,61.758017,5.069883,4.0
17221,SFG 0015,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,16.03.1973,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13643,HJARTHOLM,4635,GULEN,SJØ,SALTVANN,"3 900,00",TN,61.035117,5.33105,4.0
17224,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,38217,HARDBAKKENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,61.016733,4.950517,4.0
17227,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10090,TRELLEVIKA,4645,ASKVOLL,SJØ,SALTVANN,"2 340,00",TN,61.370383,5.0185,4.0
17230,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10311,STORLIA,4637,HYLLESTAD,SJØ,SALTVANN,"3 120,00",TN,61.203133,5.193833,4.0
17233,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11643,HATLEM Ø,4637,HYLLESTAD,SJØ,SALTVANN,"2 340,00",TN,61.200917,5.262117,4.0
17236,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11657,GRÅVIKA,4635,GULEN,SJØ,SALTVANN,"3 500,00",TN,60.863083,4.935283,4.0
17239,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11684,DJUPEVIKA I,4635,GULEN,SJØ,SALTVANN,"1 560,00",TN,60.969583,5.168283,4.0
17242,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11689,KJERRINGNESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.960217,5.107183,4.0
17245,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11700,STORENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.87635,5.028367,4.0
17248,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11749,BÅRØY,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.945867,4.845383,4.0
17251,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,12978,LYNGHOLMEN,4635,GULEN,SJØ,SALTVANN,"4 500,00",TN,61.016933,5.007033,4.0
17254,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13340,LEIHOLMANE,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.980633,4.87435,4.0
17257,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,32518,KUØYNA,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.996417,4.897983,4.0
17260,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,33077,ELVENESET,4637,HYLLESTAD,SJØ,SALTVANN,"3 120,00",TN,61.206,5.131733,4.0
17263,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,34397,HYSENESET,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.86,4.963083,4.0
17266,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,36297,KJERINGEHOLMEN,4645,ASKVOLL,SJØ,SALTVANN,"3 120,00",TN,61.390983,4.982833,4.0
17269,SFG 0022,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,29.08.1986,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10078,MJÅNES,4635,GULEN,SJØ,SALTVANN,"2 340,00",TN,60.997733,5.0304,4.0
17272,SFG 0034,979598009.0,SLAKTERIET BREKKE AS,SOGNEFJORDVEGEN 47,5961,BREKKE,23.08.1994,14.03.2026,4635,GULEN,SLAKTEMERD,MATFISK,Laks,"240,00",TN,13654,INSTEFJORD,4635,GULEN,SJØ,SALTVANN,"340,00",TN,60.987833,5.483183,
17275,SFG 0035,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,13.10.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10318,GULESTØ,4648,BREMANGER,SJØ,SALTVANN,"5 460,00",TN,61.758017,5.069883,4.0
17278,SFG 0035,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,13.10.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13236,INDRE OPPEDAL,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,61.067883,5.563833,4.0
17281,SFG 0035,964118191.0,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,13.10.1977,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13643,HJARTHOLM,4635,GULEN,SJØ,SALTVANN,"3 900,00",TN,61.035117,5.33105,4.0
17284,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,36297,KJERINGEHOLMEN,4645,ASKVOLL,SJØ,SALTVANN,"3 120,00",TN,61.390983,4.982833,4.0
17287,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,38217,HARDBAKKENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,61.016733,4.950517,4.0
17290,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,34397,HYSENESET,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.86,4.963083,4.0
17293,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,33077,ELVENESET,4637,HYLLESTAD,SJØ,SALTVANN,"3 120,00",TN,61.206,5.131733,4.0
17296,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,32518,KUØYNA,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.996417,4.897983,4.0
17299,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13340,LEIHOLMANE,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.980633,4.87435,4.0
17302,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,12978,LYNGHOLMEN,4635,GULEN,SJØ,SALTVANN,"4 500,00",TN,61.016933,5.007033,4.0
17305,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11643,HATLEM Ø,4637,HYLLESTAD,SJØ,SALTVANN,"2 340,00",TN,61.200917,5.262117,4.0
17308,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10078,MJÅNES,4635,GULEN,SJØ,SALTVANN,"2 340,00",TN,60.997733,5.0304,4.0
17311,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11749,BÅRØY,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.945867,4.845383,4.0
17314,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11657,GRÅVIKA,4635,GULEN,SJØ,SALTVANN,"3 500,00",TN,60.863083,4.935283,4.0
17317,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11684,DJUPEVIKA I,4635,GULEN,SJØ,SALTVANN,"1 560,00",TN,60.969583,5.168283,4.0
17320,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11689,KJERRINGNESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.960217,5.107183,4.0
17323,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11700,STORENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.87635,5.028367,4.0
17326,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10090,TRELLEVIKA,4645,ASKVOLL,SJØ,SALTVANN,"2 340,00",TN,61.370383,5.0185,4.0
17329,SFG 0038,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,25.10.1988,,4635,GULEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10311,STORLIA,4637,HYLLESTAD,SJØ,SALTVANN,"3 120,00",TN,61.203133,5.193833,4.0
17332,SFG 0044,961389070.0,MARTIN E BIRKNES EFTF AS,KALVØYNA 75,5970,BYRKNESØY,31.01.2003,,4635,GULEN,SLAKTEMERD,MATFISK,Laks,"350,00",TN,17576,NESEVÅGEN,4635,GULEN,SJØ,SALTVANN,"350,00",TN,60.893783,4.8371,
17335,SFG 0051,915865895.0,FIRDA EIENDOM AS,KALVØYNA 75,5970,BYRKNESØY,15.08.2008,,4635,GULEN,VISNING,MATFISK,Laks,"500,00",TN,11689,KJERRINGNESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.960217,5.107183,
17338,SFG 0051,915865895.0,FIRDA EIENDOM AS,KALVØYNA 75,5970,BYRKNESØY,15.08.2008,,4635,GULEN,VISNING,MATFISK,Laks,"500,00",TN,12978,LYNGHOLMEN,4635,GULEN,SJØ,SALTVANN,"4 500,00",TN,61.016933,5.007033,
17341,SFG 0051,915865895.0,FIRDA EIENDOM AS,KALVØYNA 75,5970,BYRKNESØY,15.08.2008,,4635,GULEN,VISNING,MATFISK,Laks,"500,00",TN,32518,KUØYNA,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.996417,4.897983,
17344,SFG 0051,915865895.0,FIRDA EIENDOM AS,KALVØYNA 75,5970,BYRKNESØY,15.08.2008,,4635,GULEN,VISNING,MATFISK,Laks,"500,00",TN,34397,HYSENESET,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.86,4.963083,
17398,SFGP0006,921398336.0,NORDFJORD LAKS AS,"RYGG SKULE, HEGGJEDALEN 8",6823,SANDANE,11.09.1986,,4650,GLOPPEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,31577,HANEHOLMEN,4650,GLOPPEN,SJØ,SALTVANN,"1 560,00",TN,61.839717,6.10055,4.0
17401,SFGP0006,921398336.0,NORDFJORD LAKS AS,"RYGG SKULE, HEGGJEDALEN 8",6823,SANDANE,11.09.1986,,4650,GLOPPEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,12212,LINDENESET,4650,GLOPPEN,SJØ,SALTVANN,"1 560,00",TN,61.802817,5.979733,4.0
17404,SFGP0006,921398336.0,NORDFJORD LAKS AS,"RYGG SKULE, HEGGJEDALEN 8",6823,SANDANE,11.09.1986,,4650,GLOPPEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,12215,KLEPPENESET,4650,GLOPPEN,SJØ,SALTVANN,"780,00",TN,61.785933,5.977233,4.0
17407,SFGP0006,921398336.0,NORDFJORD LAKS AS,"RYGG SKULE, HEGGJEDALEN 8",6823,SANDANE,11.09.1986,,4650,GLOPPEN,KOMMERSIELL,MATFISK,Laks,"733,00",TN,39477,HUNDVIKA AUST,4649,STAD,SJØ,SALTVANN,"2 340,00",TN,61.872217,5.953667,4.0
17410,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10078,MJÅNES,4635,GULEN,SJØ,SALTVANN,"2 340,00",TN,60.997733,5.0304,4.0
17413,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,10090,TRELLEVIKA,4645,ASKVOLL,SJØ,SALTVANN,"2 340,00",TN,61.370383,5.0185,4.0
17416,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,38217,HARDBAKKENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,61.016733,4.950517,4.0
17419,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,36297,KJERINGEHOLMEN,4645,ASKVOLL,SJØ,SALTVANN,"3 120,00",TN,61.390983,4.982833,4.0
17422,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,34397,HYSENESET,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.86,4.963083,4.0
17425,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,33077,ELVENESET,4637,HYLLESTAD,SJØ,SALTVANN,"3 120,00",TN,61.206,5.131733,4.0
17428,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,32518,KUØYNA,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.996417,4.897983,4.0
17431,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,13340,LEIHOLMANE,4635,GULEN,SJØ,SALTVANN,"5 460,00",TN,60.980633,4.87435,4.0
17434,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,12978,LYNGHOLMEN,4635,GULEN,SJØ,SALTVANN,"4 500,00",TN,61.016933,5.007033,4.0
17437,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11749,BÅRØY,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.945867,4.845383,4.0
17440,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11700,STORENESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.87635,5.028367,4.0
17443,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11689,KJERRINGNESET,4635,GULEN,SJØ,SALTVANN,"3 120,00",TN,60.960217,5.107183,4.0
17446,SFH 0001,936678432.0,FIRDA SJØFARMER AS,KALVØYNA 75,5970,BYRKNESØY,10.08.1973,,4637,HYLLESTAD,KOMMERSIELL,MATFISK,Laks,"733,00",TN,11684,DJUPEVIKA I,4635,GULEN,SJØ,SALTVANN,"1 560,00",TN,60.969583,5.168283,4.0
